prenatal;CMI_binario;CMI;renda;saneamento;desemprego;analfabet;Gini;fundamental;PIB_per_capita
55.26;1;36.84210526;470.85;0.275229358;3.55;12.1;0.5272;38.76;68651.02
84.44;1;17.77777778;761.51;11.15577889;1.19;3.5;0.4376;44.43;19545.1
73.49;0;7.228915663;629.55;12.56247917;5.11;10.7;0.4979;39.76;11635.85
73.75;0;0;630.57;0.366972477;0.56;7;0.4603;41.95;30280.46
83.49;0;13.06413302;833.1;9.232954545;3.12;4.4;0.447;51.06;16878.42
77.7;0;7.128309572;637.48;1.094129906;3.35;6.5;0.5377;45.24;24233.52
65.26;0;13.15789474;675.67;5.815899582;3.88;7.8;0.4225;44.23;33700.76
79.15;0;13.03214596;1022.3;41.27468582;2.53;2.5;0.4888;55.24;19658.97
48.59;0;7.042253521;482.09;0;1.92;12.7;0.5104;41.35;11921.55
71.6;1;20;535.26;0.164609053;0;9.8;0.5575;28.56;11149.98
72.07;0;8.902248685;714.39;67.04217145;7.13;3.1;0.4578;58.83;27700.05
78.26;0;0;1404.89;0.564971751;2.07;3.7;0.5553;36.22;23963.3
68.97;0;10.00312598;743.04;73.91972345;6.92;3.9;0.4793;57.87;25904.83
91.76;0;8.156606852;1029.11;56.91823899;0.98;2.9;0.4251;51.73;18158.8
87.13;0;0;612.69;1.334816463;4.5;5.8;0.4282;44.74;24363.31
83.52;1;16.48351648;840.53;6.906272023;1.75;2.5;0.362;51.62;20897.21
80.31;0;0;508.3;1.091703057;0.06;11.6;0.4213;24.62;13007.29
89.59;0;8.754863813;1033.39;23.42657343;3.41;3.2;0.4949;57.95;39192.27
67.53;1;21.17647059;457.85;29.17964694;4.89;8.8;0.5491;41.15;18154.57
76.23;0;0;754.95;0.698080279;1.84;3.7;0.4243;43.1;17005.42
78.39;1;14.65201465;571.69;13.04664723;0.42;6.7;0.4349;30.49;12890.76
87.88;0;12.12121212;935.95;3.94656952;1.8;5.5;0.4362;38.82;21123.22
77.25;1;21.45922747;787.23;26.54264973;2;5.6;0.4437;42.2;20335.58
72.48;0;4.587155963;511.73;2.008608321;0.88;8.4;0.536;27.49;14493.69
88.05;0;8.474576271;1049.53;0.75454949;3.57;3.8;0.4922;50.93;30835.88
73.18;0;7.544006706;844.05;35.55786294;1.51;3.5;0.4414;44.59;27706.57
68.25;0;10.10726073;1056.32;40.35696949;4.6;4;0.574;58.94;23029.41
88.63;0;4.739336493;868.8;3.288958496;1.51;6.9;0.4863;37.3;14876.7
65.93;0;9.009009009;974.78;1.996340043;5.91;3.2;0.5934;56.39;12858.64
74.81;0;7.407407407;926.58;1.597744361;0.8;1.4;0.3479;35.06;38466.15
96.71;0;13.15789474;658.3;0.132860939;2.54;7.6;0.4865;38.46;17860.75
80.88;0;0;448.11;0.264550265;3.41;12;0.4308;36.44;14470.08
88.04;1;14.49275362;838.15;33.31658291;1.84;5.9;0.4708;42.02;19638.75
79.75;0;12.65822785;1300.96;1.388888889;1.43;3.1;0.4806;39.79;25276.04
66.26;0;12.12121212;547.1;15.94093147;2.08;8.5;0.5421;42.6;10930.75
66.21;1;41.37931034;869.78;0.601684717;5.44;5;0.6057;55;11618.01
78.8;0;0;562.15;2.097315436;0.28;7.4;0.6277;32.66;17165.76
74.75;1;20.2020202;658.61;0.837988827;0;9.4;0.4023;28.56;14425.81
45.78;0;9.938313914;563.6;45.18741922;6.75;5.6;0.5232;50.72;22247.07
68.22;1;37.38317757;566.51;0;2.38;12.1;0.4825;33.96;8101.37
69.95;1;31.0880829;576.8;5.547337278;0.39;10.2;0.5208;37.99;11719.46
84.52;0;0;665.62;10.3649635;1.6;5.2;0.4398;40.22;16935.32
85.16;0;10.42502005;1019.75;8.793180799;3.35;1.7;0.4484;58.43;22906.61
84.88;1;14.63414634;389.59;0.96798213;2.9;13.5;0.5589;31.84;14626.72
71.9;1;16.52892562;748.19;0.367647059;0.48;10.8;0.7248;27.43;13023.32
79.25;0;12.57861635;635.33;29.45036916;4.22;7.5;0.392;40.55;19973.36
76.76;0;10.81081081;611.77;47.85864031;6.51;6.2;0.5009;50.17;15320.59
74.91;0;7.272727273;765.77;13.1012024;2.91;4.7;0.5161;43.08;14480.29
67.14;0;10.71428571;382.92;35.13119534;2.21;9.9;0.4444;31.65;11413.37
73.03;1;16.85393258;408.21;0.082576383;2.19;7.8;0.5778;26.7;21247.45
71.13;1;14.43298969;498.94;0.446262551;1.59;5.9;0.5662;38.7;23306.54
71.86;0;11.56515035;753.97;36.15445232;6.82;5.2;0.599;47.26;21618.63
74.6;1;23.80952381;608.23;0;0.5;12.1;0.4301;35.92;12877.57
63.86;1;19.8019802;429.48;8.720330237;0.88;19.1;0.4337;29.41;9890.07
100;0;0;931.25;1.256732496;0.56;1.4;0.4336;53.53;26887.69
74.29;0;9.808982963;743.29;74.0991229;3.26;6.6;0.5135;50.18;18262.3
84.15;0;10.26424984;1114.45;5.396202227;3.36;2.5;0.4633;59.19;30507.09
68.56;0;5.154639175;337.31;2.618453865;1.87;16.8;0.5044;27.08;11624.99
46.19;1;29.48402948;543.77;50.0948047;5.85;9.2;0.4998;46.42;20342.1
89.25;1;25.08960573;549.13;0.711548987;1.21;11.8;0.4328;36.51;13986.29
71.91;0;11.23595506;667.68;16.32302405;2.98;3;0.3774;39;23278.97
88.1;1;23.80952381;855.43;0;0.62;3.3;0.3632;43.85;13681.61
84.95;0;6.688963211;651.15;12.00839014;2.29;11.2;0.518;37.88;13838.9
46.3;1;23.3463035;487.77;17.79717931;4.33;7.8;0.5124;39.91;31379.62
87.35;0;12.04819277;453.6;0;1.19;8.9;0.4691;30.99;10512.61
74.76;1;14.28571429;566.78;0.958083832;4.46;11;0.5256;40.01;15918.34
67.28;1;15.29051988;602.07;2.067183463;1.24;7.5;0.4303;35.56;12186.3
89.53;0;0;744.38;2.380952381;0.18;3.4;0.3455;31.01;20435.07
94.14;0;11.03565365;979.81;50.53789932;2.15;2.6;0.4389;58.23;34586.59
82.11;0;9.174311927;772.67;4.036384309;1.67;5.6;0.4715;42.16;13865.35
67.7;1;24.8447205;619.4;1.079913607;2.09;6.6;0.4717;33.49;12008.21
84.44;0;0;924.08;5.408970976;0.71;7.1;0.4687;38.02;12536.5
87.22;0;5.555555556;817.1;0.139372822;1.3;7;0.4187;31.37;14113.11
66.8;1;19.53125;473.07;6.670281996;0.82;7.7;0.4753;33.59;10935.82
66.26;1;18.40490798;857.91;0.124378109;0.27;6.5;0.5613;43.13;20726.44
85.95;1;16.21621622;705.61;3.247734139;1.44;4.3;0.3634;44.99;27199.01
89.77;0;11.36363636;611.56;0.322580645;1.24;8.1;0.4282;35.62;16741.72
78.97;1;25.75107296;615.26;31.11111111;2.39;9;0.4461;38.29;12764.88
67.38;1;15.625;791.61;49.27125506;6.01;10.5;0.627;38.11;12205.44
75.37;0;7.462686567;811.05;0.36900369;2.72;9.8;0.6723;39.68;15296.87
91.3;1;21.73913043;1091.15;0;0;6.8;0.3532;41.78;25168.07
53.47;1;27.77777778;474.3;1.012145749;1.47;10.5;0.5604;28;11945.68
95.24;0;11.9047619;861.81;1.937046005;0.82;1.8;0.334;40.91;25756.26
70.13;0;13.80330293;903.2;58.83650953;5.98;3.7;0.5084;56.74;30277.99
88.64;0;7.575757576;754.39;6.257110353;1.06;10.6;0.582;38.29;19118.72
78.3;0;0;697.84;0.519031142;1.21;9.6;0.483;36.88;11741.45
75.69;0;11.76470588;697.58;23.02345786;6.78;8.1;0.5174;37.82;12616.04
81.3;0;11.45038168;756.11;7.053941909;1.34;1.2;0.3333;47.86;16206.71
82.26;0;6.279434851;618.08;51.25968992;7.4;11.1;0.5593;35.05;19574.93
82.65;1;20.40816327;882.55;5.469678954;1.31;3.3;0.3953;45.82;19967.21
61.54;1;41.95804196;652.56;5.070993915;2.16;5.8;0.5072;44.22;72087.36
87;1;20;787.59;0.551470588;0.95;7.8;0.5148;34.43;19914.82
86.29;0;12.46105919;1037.75;4.868301544;2.72;3.1;0.5076;52.93;33384.69
90.7;0;0;962.23;1.132686084;1.33;6.3;0.5288;38.67;28784.86
69.69;0;12.57861635;625.87;2.489204978;3.69;9.7;0.5068;45.82;18347.51
93.46;0;13.07189542;919.55;0.509683996;0.3;6.6;0.4673;41.55;27302.37
90.1;0;5.208333333;1134.75;1.851851852;0.83;2.5;0.4509;53.29;44745.03
93.06;0;7.177033493;1009.7;18.40814787;1.62;4.3;0.3724;45.43;43602.39
85.37;1;36.58536585;927.81;0.299850075;1;2.4;0.404;40.64;18676.57
91.74;0;9.174311927;1394.02;2.952380952;0.6;3.6;0.5781;43.16;20782.48
98.26;1;26.08695652;1119.62;1.203501094;0.46;2.6;0.4108;37.48;24036.64
78.54;0;8.097165992;714.12;8.936438011;2.46;5.4;0.4591;47.75;16795.72
71.58;1;22.2057735;588.27;38.5668413;1.21;3.3;0.3518;41.27;23729.4
87.18;0;0;914.45;26.0989011;0.46;2.9;0.319;42.46;21930.63
86.82;0;3.378378378;905.23;6.466876972;0.36;2.5;0.5386;51.94;22762.06
90.14;1;18.5546875;988.79;1.342990795;2.04;2.5;0.4428;49.98;21309.96
85.99;0;7.220216606;1023.62;25.11181268;2.69;3;0.4477;56.96;34586.76
86.54;0;9.615384615;859.71;0.23557126;0.61;6.1;0.4987;36.02;20065.46
97.46;0;0;1114.28;30.15414258;0.96;5.1;0.4446;34.78;29183.47
67.21;0;11.28526646;668.99;28.48434469;6.01;4.1;0.4413;51.91;25926.96
79.43;0;0;603.02;2.448071217;1.7;7.5;0.432;31.88;12875.46
75.54;0;12.48439451;992.7;56.01114303;4.75;3.2;0.5387;53.94;22579.11
87.12;1;36.80981595;530.64;0.070671378;1.57;6.7;0.4135;31.08;15587.33
95.5;1;18.01801802;534;0;0.57;13;0.4177;32.96;13181.58
88.16;0;13.15789474;844.58;0;0.76;5.5;0.4142;48.77;13958.9
77.93;1;18.77934272;761.53;0;1.55;9.2;0.6229;36.7;12986.12
77.81;0;7.700770077;940.8;40.03727171;6.09;4.3;0.5344;55.79;18268.78
98.27;0;5.780346821;729.02;4.398826979;0.49;7.8;0.4655;36.63;16005.16
69.24;0;7.194244604;701.37;1.72103776;6.02;7.2;0.5599;45.31;19133.44
75.38;0;9.306260575;707.95;19.20684993;6.62;8.8;0.5304;52.71;19000.5
90;0;8.108108108;635.34;8.904408555;1.47;8.1;0.435;43.47;12455.09
86.8;0;10.9392682;853.97;5.894121268;4.57;3;0.4543;56.2;26274.8
74.59;1;14.41441441;518.41;62.80722535;6.75;10.8;0.4938;38.75;17773.33
83.78;0;8.849557522;1066.29;20.36346692;2.46;2.8;0.4772;50.18;22375.1
67.19;0;3.154574132;591.83;0.872323553;1.76;6.3;0.3743;33.83;13170.25
92.45;0;6.289308176;788;0.339847069;0.86;2.1;0.3983;47.74;17449.63
68.38;0;8.921542902;620.24;65.74641518;2.36;4.6;0.3789;43.31;12744.45
68.05;0;8.298755187;425.94;0;0.55;12.6;0.4523;30;11556.91
78.72;1;23.64864865;701.81;0.962463908;0.72;5.8;0.4956;34.33;16001.36
65.58;0;11.34939937;1038.85;38.93009847;4.01;3.3;0.5307;64.79;24624.23
77.36;0;9.433962264;749.71;0.143061516;0.98;4.1;0.3919;34.13;20777.63
77.84;1;21.10817942;625.9;0.764685436;1.4;5.9;0.3443;33.4;12777.32
59.22;1;38.83495146;442.1;13.06068602;5.03;10.8;0.5285;35.65;23619.49
61.39;1;15.18438178;541.49;22.67277856;10.98;8.9;0.5008;45.19;11611.81
94.39;0;0;694.54;1.737756714;1.48;4.7;0.4636;44.79;29005.14
65.98;1;14.61959711;870.92;58.43652096;7.4;4.2;0.5596;56.81;13904.39
93.67;0;4.219409283;786.35;1.496833621;1.22;2.1;0.3238;50.42;34367.48
93.53;1;14.38848921;619.36;11.9804401;1.65;8.9;0.4573;41.8;18966.99
48.96;0;0;398.86;0.67114094;2.51;8.3;0.5394;32.95;76834.61
89.3;0;9.302325581;496.1;35.89375449;1.24;7.2;0.5313;40.27;27936.49
87.3;0;8.196721311;668.01;0.698324022;1.39;9.9;0.5742;42.87;12202.27
65.6;1;26.23906706;555.47;62.87830688;4.86;9.1;0.4926;41.43;14651.01
69.9;1;29.12621359;473.13;0.831600832;1.42;12.1;0.4593;30.15;12907.72
50.05;1;16.41025641;504.44;12.83858485;5.47;11.5;0.5191;37.95;10806.22
74.88;0;9.983361065;517.56;3.677961193;2.61;11.1;0.4454;41.51;11054.62
88.51;0;11.49425287;806.97;1.739130435;0.16;2.6;0.384;37.99;15052.78
81.39;1;17.31601732;636.86;0.706436421;1.63;5.3;0.5491;45.09;27194.41
75.68;0;0;735.2;0;0.99;5.8;0.3949;33.84;15376.89
76.94;0;12.28364042;707.72;37.50370297;4.03;4.5;0.4373;46.49;23571.65
70.59;0;10.07068642;1722.37;85.87980081;5.35;2.2;0.6144;72.88;30537.53
85.8;1;17.04545455;614.41;0.353892821;1.5;8;0.4397;35.57;11738.51
62.61;0;0;516.2;3.121248499;0.73;6.8;0.4213;40.11;14286.22
89.66;1;34.48275862;488;4.245973646;1.27;7.5;0.4204;33.62;16254
89.42;1;14.87603306;568.15;34.38625658;2.34;11;0.4791;42.71;17075.91
78.72;0;10.63829787;934.95;0.160513644;0.76;9.1;0.534;36.22;19288.72
90.08;1;22.90076336;729.98;4.804045512;0.67;3;0.3327;48.21;17627.2
80.14;0;3.610108303;642.21;0.34808553;0.46;8.5;0.4021;29.03;13460.27
81.69;1;42.25352113;972.51;3.50877193;0.73;6.5;0.5244;35.41;16414.4
76.26;1;14.38848921;808.01;6.777108434;3;8.7;0.4369;34.67;16365.1
46.53;1;14.71618781;515.33;71.58520476;6.42;4.6;0.5187;47.59;12552.51
66.07;0;0;585.05;0.175131349;3.45;9.9;0.4699;35.4;23010.45
69.57;1;28.98550725;500.84;0.433839479;1.2;10.6;0.5556;34.47;22196.24
90.61;1;16.57458564;1040.22;0.157604413;1.92;4.4;0.4733;41.62;21072.81
43.74;1;17.27861771;325.47;2.502720348;3.81;15.4;0.6273;37.33;8236.63
84.62;0;0;928.83;2.219140083;0.6;3.8;0.4491;31.22;16360.21
77.54;0;11.1662531;641.2;11.95591257;3.99;6.7;0.5383;40.4;13663
65.34;0;5.681818182;434.51;0.085470085;2.44;14.5;0.5054;34.95;13105.99
64.06;0;14.09553641;841.05;29.13851605;8.5;4.4;0.5248;57.18;39233.04
61.51;1;19.18859649;592.74;37.99136916;4.95;7.5;0.5115;46.03;14087.06
75.7;0;9.345794393;585.63;1.243093923;0.93;8.2;0.3892;26.35;15212.5
86.32;0;12.07243461;860.03;3.79640045;2.14;2.6;0.4377;41.65;26346.89
95.94;0;3.125;766.01;0.994530085;1.86;8.8;0.4622;42.72;13140.42
62.5;0;8.928571429;526.74;1.492537313;1.01;7;0.4537;36.04;17853.36
85.63;0;10.67323481;650.93;14.81481481;1.46;6.4;0.3518;37.7;13837.86
88.07;0;6.814310051;738.5;6.660104987;3.03;7.9;0.5422;43.36;15374.07
94.69;0;0;1018.87;15.02994012;1.86;3.4;0.4709;41.67;16253.41
76.51;1;15.06024096;554.96;5.581200168;2.09;7.3;0.5054;38.7;14159.85
82.38;0;9.644892591;636.68;48.17601459;6.37;7.5;0.5194;47.05;15044.72
77.21;0;0;503.72;0.117233294;2.61;14.7;0.5492;35.25;11711.25
79.46;1;17.85714286;818.85;0.288739172;4.07;4.8;0.4391;50.75;23456.63
75.74;0;5.161290323;581.39;32.67583701;5.32;8.5;0.4951;43.9;16639.3
92.78;0;0;662.35;0.33632287;1.9;1.1;0.3602;49.55;24569.27
88.67;0;0;851.53;16.88014639;1.45;2.1;0.376;47.22;25674.69
93.98;0;8.962868118;927.05;39.51219512;1.84;5.1;0.44;46.13;20434.81
77.39;0;10.86956522;678.99;17.29323308;4.06;7.8;0.4969;47.34;29654.02
89.74;0;0;1027.43;0.563909774;1.22;5.4;0.4871;33.16;22891.86
87.31;0;3.846153846;833;1.094890511;1.62;3.8;0.3623;47.91;15698.63
81.34;0;8.045820265;1011.33;60.12333498;4.05;2.8;0.4926;60.43;40641.64
64.85;0;11.26033664;1108.07;65.49799886;5.99;3.2;0.5574;66.86;15719.32
88.05;0;8.849557522;686.4;0.344318741;0.26;1.3;0.3051;32.71;23216.13
66.36;0;9.345794393;583.83;0.131406045;1.66;12.7;0.5407;33.26;38270.15
59.15;1;21.22015915;394.93;33.25431764;3.27;14.2;0.5311;31.31;11175.05
50.8;0;13.8464305;664.2;39.15488843;6.98;3.9;0.5542;55.95;12248.03
81.4;0;12.40056153;856.44;25.52234972;4.73;3.4;0.4715;58.52;22961.84
89.74;0;0;903.91;5.809859155;1.93;3.2;0.396;38.99;15713.68
68.71;1;14.65614431;645.46;25.45859305;7.57;6.3;0.5501;46.97;17220.64
80.41;1;14.98929336;822.37;60.77781653;5.47;4.1;0.5122;57.43;12163.84
76.32;0;9.537632179;928.33;21.15489236;5.28;4.1;0.5461;58.04;16582.12
96;0;10;1020.62;0.458015267;0.62;6.4;0.5074;41.98;18621.49
66.73;1;14.197823;675.61;14.69074034;2.22;8.6;0.456;44.26;15099.15
38.84;0;8.26446281;511.8;0.785545954;5.33;9.6;0.4558;40.36;16581.6
85.09;1;17.54385965;616.1;1.008645533;4.76;4;0.4336;44.99;24509.74
84.7;0;7.874015748;853.42;0.730536422;5.12;8.8;0.5793;46.97;18212.72
88.28;0;9.762900976;829.89;2.656507414;2.09;2.6;0.4453;45.44;21151.82
88.39;1;17.85714286;512.52;2.801461632;1.71;7.9;0.4739;43.99;18056.94
64.89;0;11.72870984;682.78;32.57119526;7.21;6.6;0.5477;52.09;21766.79
87.6;0;8.26446281;1019.51;0.422386484;0.34;3.3;0.4429;47.35;14643.86
73.79;0;8.629989213;534.62;8.476568239;5.55;8;0.546;38.1;12040.11
69.6;1;18.46590909;617.12;36.30544805;3.57;6.3;0.4637;41.72;15912.96
71.3;1;14.69802245;661.59;53.33166458;8.42;8;0.5523;46.87;19939.73
79.35;0;12.86391334;756.46;11.98746765;5.68;8.4;0.555;45.94;14921.29
94.55;0;12.12121212;620.1;29.4375;0.86;8.1;0.3995;35.09;13896.88
75.45;0;9.090909091;839.31;0.233918129;2.58;3.7;0.5361;52.86;14616.58
90.08;1;24.79338843;848.42;2.535832415;0.89;3.1;0.3986;38.57;19061.21
78.91;0;13.60544218;460.69;0.110741971;2.84;10.4;0.4333;27.71;15372.15
78.79;0;0;616.96;0.987306065;1.9;14.5;0.5964;39.44;12934.88
72.33;0;9.708737864;693.58;5.029585799;0;1.5;0.2841;39.5;18454.93
98.53;0;0;720.63;1.2;1.1;3.4;0.3559;44.29;17858.77
62.48;1;17.54385965;488.89;26.62876634;6.57;16.9;0.4423;30.01;10748.22
86.78;0;13.77410468;875.49;24.48275862;2.94;5;0.5552;48.53;20232.8
93.81;1;30.92783505;986.34;1.001430615;0.59;2.1;0.3955;40.65;15343.04
67.66;0;9.950248756;503.46;32.32876712;4.17;7;0.5177;38.09;26532.69
73.91;0;12.7668063;925.45;77.06437479;7.18;3;0.5357;57.3;19270.55
69.35;0;11.70351105;700.34;16.70280374;4.12;4.8;0.463;37.19;12675.58
53.08;0;11.06833494;693.74;32.86388936;5.39;6.4;0.5034;52.07;15888.06
87.4;1;14.29848079;986.11;70.88494255;2.31;3.4;0.4185;52.67;20405.1
90.71;1;14.28571429;769.97;0.33997086;2.95;6;0.4704;44.67;16194.66
66.23;1;25.97402597;471.27;0.17809439;1.72;8.4;0.5089;30.33;23668.48
67.05;1;18.43317972;518.54;0.119047619;2.81;9;0.5551;35.76;27604.1
55.03;1;22.01257862;473.52;0.797607178;2.3;12.3;0.5123;34.23;12118.17
89.46;0;13.60544218;577.05;0.978952521;0.77;6.5;0.4165;37.07;13664.5
85.09;0;12.42236025;840.84;5.123339658;0.72;1.4;0.4188;43.58;10724.81
68.46;0;7.692307692;437.66;0.163666121;4.83;13.9;0.4879;34.64;13792.12
95.58;1;17.69911504;905.1;0.528541226;0.85;2.8;0.4612;49.37;20410.17
74.45;0;13.44743276;607.97;44.988026;4.16;6;0.4909;44.89;13070.09
78.48;0;8.301404853;768.29;51.39883768;5.28;3.8;0.4431;51.99;19462.26
83.42;1;14.92537313;644.22;64.44364766;5.09;7.1;0.5203;43.49;15525.66
58.94;0;13.24503311;824.75;19.33333333;1.99;8.6;0.527;38.55;15654.81
92.11;0;0;942.64;0;1.33;5.6;0.4266;42.04;18793.17
68.75;1;24.03846154;514.13;0.952380952;0;11.6;0.5928;31.72;10503.72
90.48;0;11.9047619;814.09;2.830188679;0.96;1.6;0.2907;44.62;16700.74
56.75;0;6.864988558;605.94;23.51284759;7.61;7.1;0.5211;42.81;14478.75
62.59;0;9.499910378;706.48;66.0391228;3.33;3.5;0.4162;44.96;18338.2
65.81;0;10.18696069;717.97;68.5035685;6.95;3.4;0.4501;56.26;17687.51
81.81;0;5.327245053;989.35;37.62575453;3.04;4.8;0.5275;55.45;21798.49
80.75;1;20.1863354;624.42;4.530656538;4.28;8;0.5269;42.02;15073.85
80.28;1;21.12676056;843.18;0.391389432;2.63;8.2;0.5736;32.47;16573.84
76.6;0;7.092198582;513.63;0.314889789;0.38;9.4;0.4938;31.17;11734.25
89.1;0;7.518796992;1053.08;2.05066345;3.49;3.3;0.4755;52.63;23079.27
88.59;0;6.711409396;614.79;0;1.71;5.5;0.429;35.97;18747.25
63.58;0;3.311258278;512.18;0.332042059;2.45;7;0.4829;34.79;10475.51
86.29;0;4.459308807;871.37;3.765690377;1.62;3.1;0.3668;55.22;26179.45
72.22;0;11.11111111;605.66;0;0.19;11.2;0.3724;22.36;12665.45
88.36;1;21.81818182;820.16;4.289667897;2.05;5.9;0.4683;46.7;20031.37
69.45;0;3.215434084;728.06;3.429423459;2.77;7;0.6442;34.69;16726.38
89.74;0;12.82051282;541.49;1.282051282;1.59;4.7;0.4893;31.39;14180.35
85.71;0;0;789.68;6.888361045;0.95;6.5;0.4315;45.85;15660.41
75.59;0;0;795.49;10.82410824;1.57;5.3;0.5249;42.71;11775.03
76.24;0;4.95049505;594.18;1.356039104;1.23;7.6;0.4896;23.52;12112.86
76.18;0;14.1509434;765.36;19.05843485;4.08;6.5;0.5057;52.75;14210.56
66.68;1;16.63090129;729.91;56.96088265;3.74;8.7;0.5299;50.45;12637.74
78.31;1;16.06425703;594.52;0.137457045;1.76;7.3;0.4216;36.26;11300.68
89.5;0;7.239819005;917.1;21.45047531;3.08;3.5;0.4404;51.04;28699.9
92.15;0;8.012820513;798.9;25.68755316;4.07;4.3;0.4515;51.65;25232.59
73.95;0;13.95348837;612.86;53.73185902;7.58;6.7;0.5168;42.83;14073.79
70.23;0;11.14294811;852.76;46.00918671;3.86;4.4;0.508;47.17;13631.41
50.48;0;10.21059349;766.39;8.439045367;4.72;5.5;0.5099;51.63;16217.24
79.87;1;19.48051948;951.62;0;1.07;8.2;0.5327;46.34;15333.18
57.81;1;26.04166667;573;20.42791645;0.51;14.3;0.4352;30.21;13614.74
71.33;0;12.72015656;651.85;2.215043839;3.09;7.8;0.555;46.13;12243.29
66.73;0;13.01115242;615.13;0.362100181;6.35;8.3;0.4324;39.9;10189.59
89.09;0;10.07274762;854.01;1.795892031;1.27;1.7;0.3557;52.85;28778.28
86.67;1;18.18181818;644.76;0.21574973;1.16;5.7;0.4192;51.62;20308.6
80.92;0;9.230769231;644.19;0.365130078;1.23;9.8;0.4826;33.67;11460.58
78.29;0;7.751937984;534.42;0;0.44;5.8;0.4541;34.16;12856.06
84.82;0;9.700548292;832.71;44.14162207;6.15;5;0.4785;58.46;13268.19
66.6;0;11.36363636;713.4;16.58919233;7.92;3.8;0.5191;51.69;11223.54
93.24;0;13.51351351;777.2;0.388098318;0;4.3;0.3516;29.11;19832.29
82.86;0;0;1517.67;1.16156283;0;4.6;0.6236;45.24;14817.08
82.26;0;7.547169811;691.29;18.88499708;2.77;6.1;0.3947;42.87;12302.03
83.88;0;8.711885501;787.26;16.74489408;1.47;5.4;0.4068;43.93;22852.53
97.1;1;15.25553013;870.56;4.248916707;4.15;3.8;0.5075;53.2;19158.36
81.51;1;20.54794521;485.69;0.098911968;1.32;15.5;0.4213;30.6;9753.29
80.16;1;28.34008097;832.49;2.736842105;2.41;11.8;0.6189;34.08;15963.79
91.15;0;2.973977695;817.2;5.622958469;2.88;4.8;0.4586;55.5;16001.46
83.7;0;5.524861878;524.89;1.432958035;3.27;12.2;0.4977;39.67;14452.28
71.23;0;12.66464032;686.39;25.95428704;4.22;6.3;0.4441;48.52;224004.44
87.39;0;4.201680672;838.82;0.631988333;3.95;4.6;0.4775;49.5;21908.69
85.48;1;16.59751037;481.63;0.434782609;1.72;11.6;0.4689;35.93;11543.02
84.38;1;15.625;545.32;5.420560748;0.3;10;0.5293;38.19;17217.13
60.78;0;14.1509434;676.43;39.40410683;4.37;4.3;0.5839;46.4;23281.01
88.24;1;16.80672269;807.79;7.5;1.05;1.9;0.3077;40.03;38049.16
81.68;0;9.009009009;764.99;1.205997392;1.26;5.4;0.4606;44.72;17472.05
77.97;0;0;554.18;2.979515829;4.15;7.5;0.4942;24.68;13591.36
82.42;0;10.98901099;589.69;0.688705234;0.87;4.3;0.358;35.74;17624.98
87.8;0;0;1068.04;1.310043668;0.56;3.9;0.3735;33.72;25746.93
84.38;0;7.8125;386.27;0.600961538;4.47;9.8;0.4714;33.16;14520.18
51.05;1;19.51365956;693.31;50.38480038;8.48;3.7;0.5786;59.67;21096.29
68.5;0;13.77825619;773.83;81.34106378;4.54;5.4;0.5289;51.33;20449.38
75.16;0;12.7388535;448.28;18.12714777;1.04;10.3;0.4975;26.06;14603.92
84.34;1;15.65995526;552.03;0.452872913;0.46;5.3;0.4504;26.38;15438.03
84.33;0;3.333333333;786.89;2.707581227;2.09;2.2;0.2947;48.49;11284.34
84.91;0;9.433962264;779.29;0.472440945;1.81;6.3;0.3548;42.87;15649.68
83.05;0;11.63434903;766.03;34.90504541;2.14;4.9;0.465;46.04;27681.15
85.55;0;9.93883792;780.7;46.38170229;4;4.7;0.4845;48;18420.26
90.23;0;10.37165082;1124.93;76.20716511;3.21;3;0.4836;55.26;31709.22
90.12;0;0;895.43;0.321543408;0.35;5.2;0.3461;32.48;22402.87
71.71;0;9.756097561;676.72;9.044368601;0.98;5.5;0.4283;37.22;12520.25
47.75;0;11.5727003;694.09;37.88733513;6.69;3.8;0.4855;55.29;9292.77
74.49;1;26.08695652;456.53;2.852153667;1.39;11.2;0.5218;30.97;10964.21
85.71;1;21.42857143;984.39;0;1.52;2.8;0.4669;45.87;26700.28
92.31;0;0;726.58;3.437815976;1.13;1.1;0.3253;41.5;27396.61
84.52;0;0;848.12;5.30191458;0.43;5.4;0.4985;33.01;20599.72
89.08;0;5.747126437;1097.03;21.22114669;0.61;4.2;0.407;45.67;31104.22
81.34;0;9.56937799;433.45;40.51896208;6.98;7.9;0.4549;40.61;13053.13
82.91;0;8.547008547;905.88;0.113250283;2.55;7.7;0.5715;45.57;16802.11
93.55;1;16.12903226;1231.83;14.40677966;0.57;2.1;0.4407;43.87;23621.61
88.32;1;29.19708029;966.26;0.211193242;1.34;6.7;0.6085;43.67;15481.79
70.99;1;18.51851852;475.31;0.672834315;1.01;10.3;0.4928;30.31;15512.64
91.24;0;7.299270073;1136.72;0.692041522;0.4;1.7;0.3301;41.91;33075.94
62.82;0;3.232758621;791.37;1.786639047;2.89;3;0.4355;51.78;15057.68
62.18;1;19.2450037;632.94;1.819407008;4.37;9.3;0.5081;36.97;25750.53
70.62;0;4.739336493;759.71;0.315059861;3.03;10.2;0.5473;37.81;23360.08
42.11;1;28.23339607;548.63;20.44560944;4.96;9.7;0.5628;44.23;10923.95
53.84;0;13.0497825;488.65;22.59249184;6.31;13.9;0.4811;40.94;8807.9
